Year,Moments
1979,"Prior to the presentations, the police had to deal with demonstrators who objected to The Deer Hunter as a racist film and as a fantasy picturization of the Vietnam cause. According to accounts in the Los Angeles Times, 13 arrests were made."
1979,"Johnny Carson was the master of ceremonies. This was his first appearance on an Oscar telecast."
1979,"Warren Beatty was nominated in four separate categories: Best Actor, Directing (with Buck Henry), Adapted Screenplay (with Elaine May), and as producer of Best Picture nominee Heaven Can Wait."
1979,"For the first time in Academy history, the five nominated songs were sung by the singers who performed them in the films."
1979,"Sammy Davis Jr. and Steve Lawrence performed a number built around songs through the years that were never nominated for an Oscar."
1979,"On February 15, 1978, serial killer Ted Bundy was captured for the final time in Pensacola, Florida. He had escaped from prison in Colorado twice during the previous year and murdered his final three victims while fleeing from the law in Florida."
1979,"In March 1978, Charlie Chaplin’s body was stolen from a Swiss cemetery. His remains were found in May near Lake Geneva."
1979,"On May 5, 1978, Pete Rose of the Cincinnati Reds collected his 3,000th career hit. He became the 13th major league player to reach the goal and did it faster than any of his predecessors."
1979,"On June 15, 1978, King Hussein of Jordan married Lisa Halaby, who took the name Queen Noor. Noor was the first American to become an Arab royal."
1979,"On June 19, 1978, the Garfield comic strip made its debut in 41 U.S. newspapers."
1979,"On July 26, 1978, Louise Brown, the first test-tube baby, was born in Oldham, England."
1979,"In August 1978, Pope John Paul I succeeded Pope Paul VI, becoming the 263rd Pope. He died after only 33 days of papacy."
1979,"On September 17, 1978, Egyptian President Anwar el-Sadat and Israeli Prime Minister Menachem Begin signed the Camp David Accords, laying the groundwork for a permanent peace agreement between Egypt and Israel after three decades of hostilities."
1979,"In October 1978, Pope John Paul II succeeded Pope John Paul I, becoming the 264th Pope. He was the first Polish Pope in the history of the papacy."
1979,"In November 1978, more than 900 followers of Peoples Temple cult leader Jim Jones died in a mass murder-suicide in Jonestown, Guyana."
1979,"On November 27, 1978, San Francisco Mayor George Moscone and City Supervisor Harvey Milk were assassinated by former Supervisor Dan White."
1979,"Special Achievement Award-To Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings and Zoran Perisic for Visual Effects, Superman."
1979,"Jean Hersholt Humanitarian Award-To Leo Jaffe."
1979,"Honorary Award-To Walter Lantz for bringing joy and laughter to every part of the world through his unique animated motion pictures."
1979,"Honorary Award-To The Museum of Modern Art Department of Film for the contribution it has made to the public’s perception of movies as an art form."
1979,"Honorary Award-To Laurence Olivier for the full body of his work, for the unique achievements of his entire career and his lifetime of contribution to the art of film."
1980,"Best Picture: Kramer vs. Kramer"
1980,"Kramer vs. Kramer also won Academy Awards for Best Actor (Dustin Hoffman), Best Supporting Actress (Meryl Streep), Directing (Robert Benton), and Writing – Screenplay based on material from another medium (Robert Benton)."
1980,"Eight-year-old Justin Henry became the youngest nominee in a competitive category in the Academy’s history for his supporting performance in Kramer vs. Kramer."
1980,"Johnny Carson was the master of ceremonies for the second year in a row."
1980,"Presenters included Douglas Fairbanks Jr., Gene Kelly, Dolly Parton, and Bo Derek."
1980,"Donald O’Connor and 32 dancers saluted famous movie choreographers and the musical film genre in a number called Dancin’ on the Silver Screen."
1980,"Kermit the Frog sang one of the year’s nominated songs, The Rainbow Connection from The Muppet Movie."
1980,"On March 28, 1979, a partial core meltdown occurred at the Three Mile Island nuclear  power plant in Pennsylvania."
1980,"In April 1979, President Jimmy Carter was attacked by a swamp rabbit while fishing in Georgia."
1980,"In August 1979, the first British naturist beach at a major resort was approved by the town council of Brighton."
1980,"In August 1979, Michael Jackson released his breakthrough solo album, Off the Wall."
1980,"On September 7, 1979, the Entertainment and Sports Programming Network (ESPN) made its debut."
1980,"On November 4, 1979, Islamic militants seized the American Embassy in Tehran, and 66 people were taken as hostages."
1980,"On November 5, 1979, the radio program Morning Edition premiered on NPR."
1980,"On December 6, 1979, Star Trek – The Motion Picture premiered in Washington, D.C. It opened nationwide on December 7, 1979, and broke box office records by grossing almost $12 million in the U.S. in its first three days of release."
1980,"Special Achievement Award-To Alan Splet for Sound Editing, The Black Stallion."
1980,"Jean Hersholt Humanitarian Award-To Robert Benjamin."
1980,"Honorary Award-To Alec Guinness for advancing the art of screen acting through a host of memorable and distinguished performances."
1980,"Honorary Award-To Hal Elias for his dedication and distinguished service to the Academy of Motion Picture Arts and Sciences."
1980,"Irving G. Thalberg Memorial Award-To Ray Stark."
1981,"Best Picture: Ordinary People"
1981,"Ordinary People also won Academy Awards for Best Supporting Actor (Timothy Hutton), Directing (Robert Redford), and Writing – Screenplay based on material from another medium (Alvin Sargent)."
1981,"The ceremony was postponed 24 hours because of an assassination attempt on President Ronald Reagan."
1981,"Three of the four acting awards went to performers who had portrayed real people: Robert De Niro as boxer Jake LaMotta in Raging Bull, Sissy Spacek as country-western singer Loretta Lynn in Coal Miner’s Daughter, and Mary Steenburgen as Lynda Dummar, first wife of would-be Howard Hughes heir Melvin Dummar in Melvin and Howard."
1981,"Johnny Carson was the master of ceremonies for the third year in a row."
1981,"Irene Cara sang the two nominated songs from Fame, including the title song, which went on to become the winner."
1981,"Diana Ross’s date for the evening was Michael Jackson."
1981,"In January 1980, Nigel Short, at the age of 14, became the youngest chess player to be awarded the title International Master."
1981,"On February 13, 1980, the Winter Olympics opened in Lake Placid, New York."
1981,"On February 22, the United States hockey team defeated the Soviet team in the semifinal round. The game is remembered as the Miracle on Ice."
1981,"In April 1980, Iron Maiden released their self-titled debut album in the U.K."
1981,"In June 1980, CNN (Cable News Network), the world's first 24-hour television news network, made its debut."
1981,"In July 1980, AC/DC released their album Back in Black."
1981,"In August 1980, 10-week-old Azaria Chamberlain disappeared from a campsite at Ayers Rock in Australia.  Although Azaria’s mother, Lindy, claimed that her daughter had been taken by a dingo, she was convicted of murder in October 1982. New evidence supporting her claim was found, and she was freed in February 1986, with her conviction being overturned in September 1988. The 1988 film A Cry in the Dark was based on the case."
1981,"On November 4, 1980, Ronald Reagan defeated incumbent president Jimmy Carter in the U.S. presidential election."
1981,"On November 21, 1980, 350 million people around the world tuned in to television's popular primetime drama Dallas to find out who shot J.R. Ewing."
1981,"On December 8, 1980, John Lennon was shot and killed by Mark David Chapman in New York City. Chapman had received an autograph from Lennon earlier in the day and voluntarily remained at the scene of the shooting until he was arrested by police."
1981,"Special Achievement Award-To Brian Johnson, Richard Edlund, Dennis Muren and Bruce Nicholson for Visual Effects, The Empire Strikes Back."
1981,"Honorary Award-To Henry Fonda, the consummate actor, in recognition of his brilliant accomplishments and enduring contribution to the art of motion pictures."
1982,"Best Picture: Chariots of Fire"
1982,"Chariots of Fire also won Academy Awards for Costume Design (Milena Canonero), Music – Original Score (Vangelis), and Writing – Screenplay written directly for the screen (Colin Welland)."
1982,"Katharine Hepburn became the first performer to win a fourth Academy Award, this time for On Golden Pond."
1982,"Henry Fonda won his first competitive Oscar for Best Actor for On Golden Pond."
1982,"For only the fifth time in Academy history, the Best Actor and Best Actress winners performed in the same movie (On Golden Pond)."
1982,"Johnny Carson was the master of ceremonies."
1982,"For the first time, there was a competitive category for Makeup. Rick Baker won for An American Werewolf in London."
1982,"Bette Midler and Barbara Stanwyck provided two of the evening’s most memorable moments."
1982,"Midler, who presented the Original Song award, made some outrageous off-the-cuff remarks."
1982,"Stanwyck spoke from the heart when she accepted an Honorary Award for her “superlative creativity and unique contribution to the art of screen acting.” She received the evening’s only standing ovation."
1982,"In February 1981, Rupert Murdoch bought The Times, The Sunday Times and three sister weekly publications for $28 million."
1982,"On March 6, 1981, Walter Cronkite signed off for the final time after almost 20 years as anchor of the “CBS Evening News.”"
1982,"On March 30, 1981, President Ronald Reagan, Press Secretary James Brady and two others were shot and wounded by John Hinckley Jr. At the hospital, Reagan told his wife, Nancy, “Honey, I forgot to duck.”"
1982,"On May 6, 1981, Jerry Seinfeld made the first of his 33 appearances on “The Tonight Show Starring Johnny Carson.”"
1982,"On May 13, 1981, convicted Turkish killer Mehmet Ali Agca, who had escaped from prison, attempted to assassinate Pope John Paul II in St. Peter’s Square in Rome."
1982,"In May 1981, a jury of architects and sculptors unanimously selected Maya Lin's design for the Vietnam Veterans Memorial."
1982,"In July 1981, President Reagan nominated the first woman to the Supreme Court, Sandra Day O’Connor."
1982,"On July 29, 1981, 750 million television viewers around the world tuned in to witness the marriage of Prince Charles to Lady Diana Spencer at St. Paul’s Cathedral in London."
1982,"On August 1, 1981, MTV (Music Television) debuted."
1982,"On September 19, 1981, Simon and Garfunkel, who had broken up in 1972, performed a free concert in New York’s Central Park in front of approximately 400,000 people."
1982,"On November 29, 1981, actress Natalie Wood drowned in a boating accident near California’s Santa Catalina Island. She was 43 years old."
1982,"On December 28, 1981, America’s first test-tube baby, Elizabeth Jordan Carr, was born in Virginia."
1982,"Jean Hersholt Humanitarian Award-To Danny Kaye."
1982,"Honorary Award-To Barbara Stanwyck for superlative creativity and unique contribution to the art of screen acting."
1982,"Irving G. Thalberg Memorial Award-To Albert R. Broccoli."
1983,"Best Picture: Gandhi"
1983,"Gandhi also won Academy Awards for Best Actor (Ben Kingsley), Art Direction-Set Decoration (Stuart Craig, Bob Laing, and Michael Seirton), Cinematography (Billy Williams and Ronnie Taylor), Costume Design (John Mollo and Bhanu Athaiya), Directing (Richard Attenborough), Film Editing (John Bloom), and Writing – Screenplay written directly for the screen (John Briley)."
1983,"Gandhi was nominated for 11 awards and won eight."
1983,"E.T. The Extra-Terrestrial garnered nine nominations and won four awards."
1983,"Jessica Lange was nominated both as Best Supporting Actress for Tootsie and Best Actress for Frances. She won Best Supporting Actress. It was only the fourth time in Academy history that a performer had competed in two acting categories in the same year (the others were Fay Bainter in 1938, Teresa Wright in 1942, and Barry Fitzgerald in 1944)."
1983,"Meryl Streep won Best Actress, her second Oscar, for “Sophie’s Choice.”"
1983,"Louis Gossett, Jr. was the third African-American performer to win a competitive Oscar and the first to win Best Supporting Actor (“An Officer and a Gentleman”)."
1983,"Walter Matthau, Liza Minnelli, Dudley Moore, and Richard Pryor shared the hosting duties."
1983,"In March 1982, Claus von Bülow was found guilty of twice attempting to murder his wife. In June 1985, he was granted a new trial and was acquitted on both counts. The 1990 film “Reversal of Fortune” was based on the case."
1983,"In April 1982, Jane Fonda released “Workout,” her first aerobics exercise video, which remains one of the best-selling home videos of all time."
1983,"On May 2, 1982, The Weather Channel launched."
1983,"On May 30 1982, Cal Ripken Jr., played the first of what would become his record-setting streak of 2,632 consecutive Major League Baseball games."
1983,"On June 21, 1982, Prince William was born at St. Mary’s Hospital in London."
1983,"On July 23, 1982, actor Vic Morrow and two child actors were killed during the filming of “Twilight Zone – The Movie.”"
1983,"On October 1, 1982, Walt Disney World Resort opened the EPCOT Center in Orlando, Florida."
1983,"On October 19, 1982, automotive executive John DeLorean was arrested by undercover FBI agents for conspiring to smuggle $24 million worth of cocaine. He was tried and acquitted of all charges in August 1984."
1983,"In November 1982, Michael Jackson’s “Thriller” album was released."
1983,"Jean Hersholt Humanitarian Award-To Walter Mirisch."
1983,"Honorary Award-To Mickey Rooney, in recognition of his 60 years of versatility in a variety of memorable film performances."
1984,"Best Picture:  Terms of Endearment"
1984,"Terms of Endearment also won Academy Awards for Best Actress (Shirley MacLaine), Best Supporting Actor (Jack Nicholson), Directing (James L. Brooks), and Writing – Screenplay based on material from another medium (James L. Brooks)."
1984,"Linda Hunt won Best Supporting Actress for her performance as a male character in “The Year of Living Dangerously.” Her award marked the first time an actress was recognized for portraying a man."
1984,"Ingmar Bergman’s Fanny & Alexander was named Best Foreign Language Film. It won a total of four awards and became the most honored foreign language film to that date in Academy history."
1984,"Shirley Temple Black, Mel Gibson, Frank Capra, Matthew Broderick, Rock Hudson, Joan Collins, Sylvester Stallone, and Dolly Parton were among the show’s participants."
1984,"Johnny Carson was the master of ceremonies."
1984,"In January 1983, 26-year-old tennis legend Bjorn Borg announced his retirement."
1984,"In January 1983, Nazi war criminal Klaus Barbie was arrested in Bolivia on a 10-year-old charge of defrauding the Bolivian state mining company. He was expelled from Bolivia, which had granted him citizienship in 1957, the following month and was tried in France in May 1987 on over 300 counts of crimes against humanity."
1984,"On February 28, 1983, the final episode of “M*A*S*H” aired and broke the record for the most watched single television program episode."
1984,"On April 15, 1983, Tokyo Disneyland opened."
1984,"On June 18, 1983, Sally Ride became the first American woman in space as an astronaut on the space shuttle Challenger."
1984,"On September 17, 1983, 20-year-old Vanessa Williams (Miss New York) became the first African American to win the Miss America crown."
1984,"On September 18, 1983, the rock group KISS appeared on live television without their signature makeup for the first time, on MTV, to support their new album, “Lick It Up.”"
1984,"On October 25, 1983, U.S. troops invaded Grenada following a bloody coup on the Caribbean island and the assassination of its prime minister, Maurice Bishop."
1984,"In November 1983, President Ronald Reagan signed a bill designating a federal holiday honoring Martin Luther King Jr., to be observed on the third Monday of January."
1984,"In December 1983, Pope John Paul II visited his would-be assassin, Mehmet Ali Agca, in prison to forgive him."
1984,"Special Achievement Award-To Richard Edlund, Dennis Muren, Ken Ralston and Phil Tippett for Sound Effects Editing, “Return of the Jedi”"
1984,"Jean Hersholt Humanitarian Award-To M. J. Frankovich."
1984,"Honorary Award-To Hal Roach, in recognition of his unparalleled record of distinguished contributions to the motion picture art form."
1985,"Best Picture: Amadeus"
1985,"Amadeus also won Academy Awards for Best Actor (F. Murray Abraham), Art Direction-Set Decoration (Patrizia Von Brandenstein and Karel Cerny), Costume Design (Theodor Pistek), Directing (Milos Forman), Makeup (Paul LeBlanc and Dick Smith), Sound (Mark Berger, Tom Scott, Todd Boekelheide, and Chris Newman), and Writing – Screenplay based on material from another medium (Peter Shaffer)."
1985,"Amadeus won eight of the 11 awards for which it was nominated."
1985,"Jack Lemmon was the host."
1985,"Sally Field won her second Best Actress Oscar (for Places in the Heart) and delivered her now-famous acceptance speech that concluded, “The first time I didn’t feel it, but this time I feel it. And I can’t deny the fact you like me. Right now, you like me!”"
1985,"Among the five Best Supporting Actor nominees, three were first-time movie performers: Adolph Caesar had made his film debut in A Soldier’s Story, John Malkovich debuted in Places in the Heart, and winner Haing S. Ngor took home the Oscar for his debut performance in The Killing Fields."
1985,"Prince was the winner of the Original Song Score award for Purple Rain."
1985,"In January 1984, the Apple Macintosh computer went on sale to the public."
1985,"In June 1984, Virgin Atlantic Airways made its inaugural flight from London to Newark."
1985,"In July 1984, 21-year-old Vanessa Williams gave up her Miss America title at the request of pageant officials, the first resignation in the pageant's history, after Penthouse magazine announced plans to publish nude photos of Williams in its September issue."
1985,"On October 31, 1984, Indian Prime Minister Indira Gandhi was assassinated by two of her own security guards."
1985,"On November 6, 1984, President Reagan defeated Walter Mondale in the U.S. presidential election with 59% of the popular vote, the highest margin since Nixon’s victory in 1972. Reagan carried 49 states in the Electoral College."
1985,"On December 3, 1984, a broken storage tank valve at the Union Carbide pesticide plant in Bhopal, India, resulted in the leak of the toxic gas methyl isocyanate (MIC), which killed more than 3,500 people and hospitalized tens of thousands more."
1985,"Special Achievement Award-To Kay Rose for Sound Effects Editing, “The River.”"
1985,"Jean Hersholt Humanitarian Award-To David L. Wolper."
1985,"Honorary Award-To James Stewart, for his fifty years of memorable performances. For his high ideals both on and off the screen. With the respect and affection of his colleagues."
1985,"Honorary Award-To the National Endowment for the Arts, in recognition of its 20th anniversary and its dedicated commitment to fostering artistic and creative activity and excellence in every area of the arts"
1986,"Best Picture: Out of Africa"
1986,"Out of Africa also won Academy Awards for Art Direction-Set Decoration (Stephen Grimes and Josie MacAvin), Cinematography (David Watkin), Directing (Sydney Pollack), Music – Original Score (John Barry), Sound (Chris Jenkins, Gary Alexander, Larry Stensvold, and Peter Handford), and Writing – Screenplay based on material from another medium (Kurt Luedtke)."
1986,"The Color Purple was nominated for 11 Oscars but did not win any awards. These totals matched those of 1977’s The Turning Point in both regards."
1986,"Geraldine Page won Best Actress for “The Trip to Bountiful.” It was her eighth (and last) nomination and her only win."
1986,"Jane Fonda, Alan Alda, and Robin Williams shared the hosting duties."
1986,"On January 28, 1985, more than 40 American recording artists gathered after the American Music Awards to record “We Are the World,” a single released to raise money for African famine relief. The song was written by Michael Jackson and Lionel Richie."
1986,"On June 17, 1985, the Discovery Channel debuted."
1986,"On March 11, 1985, Mikhail Gorbachev became General Secretary of the Communist Party of the Soviet Union, following the death of Konstantin Chernenko."
1986,"In March 1985, Mohamed Al Fayed and his two brothers bought a controlling interest in the House of Fraser, the retail group that owned London-based department store Harrods."
1986,"On March 31, 1985, WrestleMania debuted at Madison Square Garden. The main event was Hulk Hogan and Mr. T vs. “Rowdy” Roddy Piper and Paul Orndorff."
1986,"On July 7, 1985, 17-year-old Boris Becker of West Germany became the youngest tennis player to win the men’s singles at Wimbledon. He was also the first unseeded player to win the men’s singles and the first German male Wimbledon champ."
1986,"On July 13, 1985, Vice President George H. W. Bush served as Acting President for almost eight hours while President Reagan underwent colon cancer surgery."
1986,"On July 13, 1985, Prince Charles and Princess Diana officially opened Live Aid, a worldwide rock concert organized to raise money for famine-stricken Africans. The English portion of the event was held at Wembley Stadium in London, while the American festivities were kicked off by Jack Nicholson at the John F. Kennedy Stadium in Philadelphia. The 16-hour “superconcert” was globally linked by satellite to 1.5 billion viewers in 100 nations. The event raised more than $245 million."
1986,"On October 7, 1985, four Palestinian militants hijacked an Italian cruise ship, the Achille Lauro. One passenger, an American, was killed. The hijackers surrendered to Egyptian authorities on October 9th."
1986,"On November 18, 1985, Bill Watterson’s comic strip “Calvin and Hobbes” debuted."
1986,"Jean Hersholt Humanitarian Award-To Charles “Buddy” Rogers."
1986,"Honorary Award-To Paul Newman, in recognition of his many and memorable compelling screen performances and for his personal integrity and dedication to his craft."
1986,"Honorary Award-To Alex North, in recognition of his brilliant artistry in the creation of memorable music for a host of distinguished motion pictures."
1987,"Best Picture: Platoon"
1987,"Platoon also won Academy Awards for Directing (Oliver Stone), Film Editing (Claire Simpson), and Sound (John K. Wilkinson, Richard Rogers, Charles Bud Grenzbach, and Simon Kaye)."
1987,"Paul Newman won his first competitive Academy Award, for Best Actor, in The Color of Money. Newman wasn’t at the ceremony to accept the award in person. He had previously said, “I’ve been there six times and lost. Maybe if I stay away, I’ll win.”"
1987,"Oliver Stone was nominated for three awards, as director and screenwriter of Platoon and as screenwriter (with Richard Boyle) of Salvador."
1987,"He won for Directing, and said in his acceptance speech, “…I think that through this award you’re really acknowledging the Vietnam veteran. And I think what you’re saying is that for the first time, you really understand what happened over there. And I think what you’re saying is that it should never, ever in our lifetimes happen again.”"
1987,"Chevy Chase, Goldie Hawn, and Paul Hogan shared the hosting duties. Hogan was also a nominee in the Original Screenplay category."
1987,"Marlee Matlin, the first deaf actress to be nominated for an Academy Award, won for Best Actress in “Children of a Lesser God.” The role was her movie debut."
1987,"On January 20, 1986, Martin Luther King, Jr.’s birthday was first observed as a federal holiday."
1987,"On January 28, 1986, the space shuttle Challenger exploded shortly after take-off, killing the five male and two female astronauts on board."
1987,"In February 1986, the computer graphics division of Lucasfilm, Ltd. was purchased by Steve Jobs for $10 million and established as an independent company called Pixar."
1987,"On April 8, 1986, Clint Eastwood was elected mayor of Carmel, California."
1987,"On April 26, 1986, the world's worst nuclear accident to date occurred at the Chernobyl nuclear plant near Kiev in the Ukraine. More than 340,000 people who lived in the 18-mile radius around Chernobyl were eventually relocated, although some chose to return to their homes."
1987,"On April 29, 1986, Roger Clemens of the Boston Red Sox became the first pitcher in Major League Baseball to strike out 20 batters in a nine-inning game."
1987,"On May 25, 1986, at least five million people participated in “Hands Across America” by forming a human chain from New York City to Long Beach, California, to raise money to fight hunger and homelessness."
1987,"In September 1986, Bishop Desmond Tutu became the Anglican archbishop of Cape Town, two years after winning the Nobel Peace Prize for his nonviolent opposition to apartheid in South Africa. As archbishop, he was the first black to head South Africa's Anglican Church."
1987,"Honorary Award-To Ralph Bellamy for his unique artistry and his distinguished service to the profession of acting."
1987,"Irving G. Thalberg Memorial Award-To Steven Spielberg."
1988,"Best Picture: The Last Emperor"
1988,"The Last Emperor also won Academy Awards for Art Direction-Set Decoration (Ferdinando Scarfiotti, Bruno Cesari, and Osvaldo Desideri), Cinematography (Vittorio Storaro), Costume Design (James Acheson), Directing (Bernardo Bertolucci), Film Editing (Gabriella Cristiani), Music – Original Score (Ryuichi Sakamoto, David Byrne, and Cong Su), Sound (Bill Rowe and Ivan Sharrock), and Writing – Screenplay based on material from another medium (Mark Peploe and Bernardo Bertolucci)."
1988,"The Last Emperor was nominated for nine Oscars and won all nine, one of the rare times a film ended up with every award for which it was nominated."
1988,"The Last Emperor became tied with Gigi (1958) as the third most honored film in the Academy’s history, after Ben-Hur (1959) with 11 awards, and West Side Story (1961) with 10."
1988,"Chevy Chase was the host."
1988,"For the first time, an Academy Award nominee, Gustav Hasford, was actively being sought by the police. He was wanted in connection with grand theft charges involving a large collection of library books."
1988,"In January 1987, British envoy Terry Waite was kidnapped in Beirut, Lebanon, while working to secure the release of a group of Western hostages. He was held captive for almost five years."
1988,"In March 1987, U2 released their album The Joshua Tree. It was the first of their albums to reach #1 on the U.S. charts."
1988,"On April 19, 1987, The Simpsons cartoon first appeared on The Tracey Ullman Show."
1988,"On June 12, 1987, President Ronald Reagan challenged Soviet leader Mikhail Gorbachev to tear down the Berlin Wall, a symbol of the repressive Communist era in a divided Germany."
1988,"In August 1987, the FCC dissolved the Fairness Doctrine, which had required radio and television stations to fairly present controversial issues since 1949."
1988,"In October 1987, Americans were caught up in a drama that unfolded on television when an 18-month-old toddler, Jessica McClure, fell down a well in Midland, Texas. She was rescued after spending 58½ hours in the well."
1988,"In December 1987, Eli Lilly & Co. received approval from the FDA to market Prozac as a treatment for depression."
1988,"Special Achievement Award-To Stephen Flick and John Pospisil for Sound Effects Editing, RoboCop."
1988,"Irving G. Thalberg Memorial Award-To Billy Wilder."
1989,"Best Picture: Rain Man"
1989,"Rain Man also won Academy Awards for Best Actor (Dustin Hoffman), Directing (Barry Levinson), and Writing – Screenplay written directly for the screen (Ronald Bass and Barry Morrow)."
1989,"Sigourney Weaver was nominated for Best Actress (“Gorillas in the Mist”) and Best Supporting Actress (“Working Girl”), but did not win either. It was the first time a performer with nominations in two acting categories in the same year ended up without a win."
1989,"James Stewart, Kim Novak, Dudley Moore, Bo Derek, Sammy Davis Jr., Gregory Hines, Bruce Willis, Demi Moore, Donald and Kiefer Sutherland, Sean Connery, and Michael Caine were among the show’s participants."
1989,"Lucille Ball attended the show, and it turned out to be her last public appearance; she died less than a month later on April 26, 1989."
1989,"On January 25, 1988, Vice President George H. W. Bush and CBS News anchor Dan Rather clashed over Bush’s role in the Iran-Contra scandal during a contentious live television interview."
1989,"In April 1988, Sonny Bono was elected mayor of Palm Springs, California."
1989,"In April 1988, Celine Dion won the Eurovision Song Contest for Switzerland with the song “Ne partez pas sans moi.”"
1989,"On June 5, 1988, the first National Cancer Survivors Day was held."
1989,"On September 24, 1988, Canadian runner Ben Johnson won the gold medal in the 100 meter sprint at the Olympic Games in Seoul, Korea. He broke his own world record with a time of 9.79 seconds. Three days later, he was stripped of his medal by the International Olympics Committee after testing positive for an anabolic steroid."
1989,"On November 8, 1988, Vice President George H. W. Bush defeated Michael Dukakis in the U.S. presidential election."
1989,"On December 2, 1988, Benazir Bhutto was sworn in as Prime Minister of Pakistan, becoming the first woman to head the government of an Islam-dominated state."
1989,"On December 21, 1988, Pan Am Flight 103, bound for New York’s JFK International Airport from London, exploded and crashed in the town of Lockerbie, Scotland. The crash took place 38 minutes after take-off; 259 people aboard the plane and 11 individuals on the ground were killed."
1989,"Special Achievement Award-To Richard Williams for the animation direction of “Who Framed Roger Rabbit.”"
1989,"Honorary Award-To the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic, creative and technological activity and excellence in every area of film making."
1990,"Best Picture: Driving Miss Daisy"
1990,"Driving Miss Daisy also won Academy Awards for Best Actress (Jessica Tandy), Makeup (Manlio Rocchetti, Lynn Barber, and Kevin Haney), and Writing – Screenplay based on material from another medium (Alfred Uhry)."
1990,"All of the year’s acting winners were first-time winners: Daniel Day-Lewis for Best Actor in My Left Foot, Jessica Tandy for Best Actress in Driving Miss Daisy, Denzel Washington for Best Supporting Actor in Glory, and Brenda Fricker for Best Supporting Actress in My Left Foot."
1990,"Jessica Tandy was 80 years and 292 days old when she received her Oscar, which was her first, making her the oldest performer ever to win a competitive Oscar."
1990,"Several portions of the show originated from cities elsewhere in the world via satellites: Mel Gibson and Glenn Close participated from London, Bryan Brown and Rachel Ward from Sydney, Charlton Heston and Norma Aleandro from Buenos Aires, and Jack Lemmon hosted a segment from Moscow."
1990,"Billy Crystal was the host for the first time."
1990,"An animated Bugs Bunny was among the presenters."
1990,"In February 1989, Ron Brown was elected chairman of the Democratic National Committee, becoming the first African American to lead a major United States political party."
1990,"In March 1989, Time, Inc. and Warner Communications announced plans for a merger, forming Time Warner."
1990,"On March 24, 1989, the Exxon Valdez spilled approximately 11 million gallons of oil in Alaska’s Prince William Sound."
1990,"On June 4, 1989, hundreds of civilians were shot dead and thousands more were wounded by the Chinese army during a protest in Tiananmen Square in Beijing."
1990,"In June 1989, both the Nintendo Game Boy and Atari Portable Entertainment System (Lynx) were introduced to the U.S. at the Consumer Electronics Show in Chicago."
1990,"In August 1989, Cincinnati Reds manager and ex-baseball player Pete Rose agreed to a lifetime ban from the sport following allegations of illegal gambling, thereby preventing his induction into the Baseball Hall of Fame."
1990,"On October 17, 1989, an earthquake measuring 7.1 on the Richter scale killed more than 60 people and injured another 3,700 in San Francisco. Sections of the two-tier San Francisco-Oakland Bay Bridge and the Nimitz freeway collapsed."
1990,"On November 9, 1989, the SED government announced that travel restrictions for East Germans were lifted, and that night, thousands of people from East Berlin inundated West Berlin."
1990,"On December 17, 1989, the first full episode of The Simpsons was shown on FOX."
1990,"Jean Hersholt Humanitarian Award-To Howard W. Koch."
1990,"Honorary Award-To Akira Kurosawa for accomplishments that have inspired, delighted, enriched and entertained audiences and influenced filmmakers throughout the world."
1991,"Best Picture: Dances With Wolves"
1991,"Dances With Wolves also won Academy Awards for Cinematography (Dean Semler), Directing (Kevin Costner), Film Editing (Neil Travis), Music – Original Score (John Barry), Sound (Jeffrey Perkins, Bill W. Benton, Greg Watkins, and Russell Williams II), and Writing – Screenplay based on material from another medium (Michael Blake)."
1991,"Dances With Wolves was the first Western to win Best Picture since Cimarron (1930/31)."
1991,"Joe Pesci, who won Best Supporting Actor for Good Fellas, delivered one of the shortest Oscar acceptance speeches in recent years. His six words were, “It was my privilege. Thank you.”"
1991,"Two highlights of the night came when awards were presented to two legendary leading ladies."
1991,"Longtime favorite Myrna Loy was seen receiving her Honorary Award via a live satellite hookup from her New York apartment."
1991,"Sophia Loren tearfully accepted her Honorary Award at the ceremony, and when she briefly mentioned her husband, Carlo Ponti, during her remarks, he stood up and took a bow."
1991,"Jon Bon Jovi, Harry Connick Jr., Reba McEntire, and Madonna were among those performing the year’s nominated songs."
1991,"Madonna channeled her inner Marilyn Monroe as she performed “Sooner or Later (I Always Get My Man)” from “Dick Tracy.” She was also the subject of pre- and post-show buzz because her date for the event was Michael Jackson."
1991,"Billy Crystal was the host. He made his initial entrance on stage on horseback – an obvious plug for his upcoming release, “City Slickers.”"
1991,"In January 1990, the trial of Joseph Hazelwood, former captain of the Exxon Valdez, began. He was accused of negligence that resulted in the devastating oil spill. He received a sentence of 1,000 hours of community service and a $50,000 fine."
1991,"On February 11, 1990, Nelson Mandela, leader of the movement to end South African apartheid, was released from prison after more than 27 years."
1991,"In March 1990, Antonia Novello was sworn in as the Surgeon General of the United States. She was the first female and first Hispanic to serve in that position."
1991,"On March 15, 1990, Mikhail Gorbachev was sworn in as the first executive president of the Soviet Union."
1991,"On March 18, 1990, thirteen artworks – including paintings by Degas, Vermeer and Rembrandt – collectively worth between $100 and $300 million, were stolen from the Isabella Stewart Gardner Museum in Boston by two thieves who posed as police officers."
