Year,WinOrLose,Type,Key,Item
1936,Nominees,"Dance Direction","She",""Hall of Kings" from "She""
1936,Winner,"Directing","The Informer","John Ford"
1936,Nominees,"Directing","Captain Blood","Michael Curtiz"
1936,Nominees,"Directing","The Lives Of A Bengal Lancer","Henry Hathaway"
1936,Nominees,"Directing","Mutiny On The Bounty","Frank Lloyd"
1936,Winner,"Film Editing","A Midsummer Night's Dream","Ralph Dawson"
1936,Nominees,"Film Editing","David Copperfield","Robert J. Kern"
1936,Nominees,"Film Editing","The Informer","George Hively"
1936,Nominees,"Film Editing","Les Miserables","Barbara McLean"
1936,Nominees,"Film Editing","The Lives Of A Bengal Lancer","Ellsworth Hoagland"
1936,Nominees,"Film Editing","Mutiny On The Bounty","Margaret Booth"
1936,Winner,"Music (Scoring)","The Informer","RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner)"
1936,Nominees,"Music (Scoring)","Captain Blood","Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold)"
1936,Nominees,"Music (Scoring)","Mutiny On The Bounty","Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart)"
1936,Nominees,"Music (Scoring)","Peter Ibbetson","Paramount Studio Music Department, Irvin Talbot, head of department (Score by Ernst Toch)"
1936,Winner,"Music (Song)","Gold Diggers Of 1935","Lullaby Of Broadway in "Gold Diggers of 1935" Music by Harry Warren; Lyrics by Al Dubin"
1936,Nominees,"Music (Song)","Top Hat","Cheek To Cheek in "Top Hat" Music and Lyrics by Irving Berlin"
1936,Nominees,"Music (Song)","Roberta","Lovely To Look At in "Roberta" Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh"
1936,Winner,"Outstanding Production","Mutiny On The Bounty","Metro-Goldwyn-Mayer"
1936,Nominees,"Outstanding Production","Alice Adams","RKO Radio"
1936,Nominees,"Outstanding Production","Broadway Melody Of 1936","Metro-Goldwyn-Mayer"
1936,Nominees,"Outstanding Production","Captain Blood","Cosmopolitan"
1936,Nominees,"Outstanding Production","David Copperfield","Metro-Goldwyn-Mayer"
1936,Nominees,"Outstanding Production","The Informer","RKO Radio"
1936,Nominees,"Outstanding Production","Les Miserables","20th Century"
1936,Nominees,"Outstanding Production","The Lives Of A Bengal Lancer","Paramount"
1936,Nominees,"Outstanding Production","A Midsummer Night's Dream","Warner Bros."
1936,Nominees,"Outstanding Production","Naughty Marietta","Metro-Goldwyn-Mayer"
1936,Nominees,"Outstanding Production","Ruggles Of Red Gap","Paramount"
1936,Nominees,"Outstanding Production","Top Hat","RKO Radio"
1936,Winner,"Short Subject (Cartoon)","Three Orphan Kittens","Walt Disney, Producer"
1936,Nominees,"Short Subject (Cartoon)","The Calico Dragon","Harman-Ising"
1936,Nominees,"Short Subject (Cartoon)","Who Killed Cock Robin?","Walt Disney, Producer"
1936,Winner,"Short Subject (Comedy)","How To Sleep","Jack Chertok, Producer"
1936,Nominees,"Short Subject (Comedy)","Oh, My Nerves","Jules White, Producer"
1936,Nominees,"Short Subject (Comedy)","Tit For Tat","Hal Roach, Producer"
1936,Winner,"Short Subject (Novelty)","Wings Over Mt. Everest","Gaumont British and Skibo Productions"
1936,Nominees,"Short Subject (Novelty)","Audioscopiks","Pete Smith, Producer"
1936,Nominees,"Short Subject (Novelty)","Camera Thrills","Universal"
1936,Winner,"Sound Recording","Naughty Marietta","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1936,Nominees,"Sound Recording","Bride Of Frankenstein","Universal Studio Sound Department, Gilbert Kurland, Sound Director"
1936,Nominees,"Sound Recording","Captain Blood","Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director"
1936,Nominees,"Sound Recording","The Dark Angel","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1936,Nominees,"Sound Recording","I Dream Too Much","RKO Radio Studio Sound Department, Carl Dreher, Sound Director"
1936,Nominees,"Sound Recording","The Lives Of A Bengal Lancer","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director"
1936,Nominees,"Sound Recording","Love Me Forever","Columbia Studio Sound Department, John Livadary, Sound Director"
1936,Nominees,"Sound Recording","$1,000 A Minute","Republic Studio Sound Department"
1936,Nominees,"Sound Recording","Thanks A Million","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1936,Winner,"Writing (Original Story)","The Scoundrel","Ben Hecht, Charles MacArthur"
1936,Nominees,"Writing (Original Story)","Broadway Melody Of 1936","Moss Hart"
1936,Nominees,"Writing (Original Story)","G-Men","Gregory Rogers"
1936,Nominees,"Writing (Original Story)","The Gay Deception","Don Hartman, Stephen Avery"
1936,Winner,"Writing (Screenplay)","The Informer","Dudley Nichols"
1936,Nominees,"Writing (Screenplay)","Captain Blood","Casey Robinson"
1936,Nominees,"Writing (Screenplay)","The Lives Of A Bengal Lancer","Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah; Adaptation by Grover Jones, William Slavens McNutt"
1936,Nominees,"Writing (Screenplay)","Mutiny On The Bounty","Talbot Jennings, Jules Furthman, Carey Wilson"
1937,Winner,"Actor","Paul Muni","The Story of Louis Pasteur"
1937,Nominees,"Actor","Gary Cooper","Mr. Deeds Goes to Town"
1937,Nominees,"Actor","Walter Huston","Dodsworth"
1937,Nominees,"Actor","William Powell","My Man Godfrey"
1937,Nominees,"Actor","Spencer Tracy","San Francisco"
1937,Winner,"Actor In A Supporting Role","Walter Brennan","Come and Get It"
1937,Nominees,"Actor In A Supporting Role","Mischa Auer","My Man Godfrey"
1937,Nominees,"Actor In A Supporting Role","Stuart Erwin","Pigskin Parade"
1937,Nominees,"Actor In A Supporting Role","Basil Rathbone","Romeo and Juliet"
1937,Nominees,"Actor In A Supporting Role","Akim Tamiroff","The General Died at Dawn"
1937,Winner,"Actress","Luise Rainer","The Great Ziegfeld"
1937,Nominees,"Actress","Irene Dunne","Theodora Goes Wild"
1937,Nominees,"Actress","Gladys George","Valiant Is the Word for Carrie"
1937,Nominees,"Actress","Carole Lombard","My Man Godfrey"
1937,Nominees,"Actress","Norma Shearer","Romeo and Juliet"
1937,Winner,"Actress In A Supporting Role","Gale Sondergaard","Anthony Adverse"
1937,Nominees,"Actress In A Supporting Role","Beulah Bondi","The Gorgeous Hussy"
1937,Nominees,"Actress In A Supporting Role","Alice Brady","My Man Godfrey"
1937,Nominees,"Actress In A Supporting Role","Bonita Granville","These Three"
1937,Nominees,"Actress In A Supporting Role","Maria Ouspenskaya","Dodsworth"
1937,Winner,"Art Direction","Dodsworth","Richard Day"
1937,Nominees,"Art Direction","Anthony Adverse","Anton Grot"
1937,Nominees,"Art Direction","The Great Ziegfeld","Cedric Gibbons, Eddie Imazu, Edwin B. Willis"
1937,Nominees,"Art Direction","Lloyds Of London","William S. Darling"
1937,Nominees,"Art Direction","The Magnificent Brute","Albert S. D'Agostino, Jack Otterson"
1937,Nominees,"Art Direction","Romeo And Juliet","Cedric Gibbons, Frederic Hope, Edwin B. Willis"
1937,Nominees,"Art Direction","Winterset","Perry Ferguson"
1937,Winner,"Assistant Director","The Charge Of The Light Brigade","Jack Sullivan"
1937,Nominees,"Assistant Director","Anthony Adverse","William Cannon"
1937,Nominees,"Assistant Director","The Garden Of Allah","Eric G. Stacey"
1937,Nominees,"Assistant Director","The Last Of The Mohicans","Clem Beauchamp"
1937,Nominees,"Assistant Director","San Francisco","Joseph Newman"
1937,Winner,"Cinematography","Anthony Adverse","Gaetano Gaudio"
1937,Nominees,"Cinematography","The General Died At Dawn","Victor Milner"
1937,Nominees,"Cinematography","The Gorgeous Hussy","George Folsey"
1937,Winner,"Dance Direction","The Great Ziegfeld",""A Pretty Girl Is Like a Melody" from "The Great Ziegfeld""
1937,Nominees,"Dance Direction","Gold Diggers Of 1937",""Love and War" from "Gold Diggers of 1937""
1937,Nominees,"Dance Direction","Cain And Mabel",""1000 Love Songs" from "Cain and Mabel""
1937,Nominees,"Dance Direction","Born To Dance",""Swingin' the Jinx" from "Born to Dance""
1937,Nominees,"Dance Direction","One In A Million",""Skating Ensemble" from "One in a Million""
1937,Nominees,"Dance Direction","Dancing Pirate",""The Finale" from "Dancing Pirate""
1937,Nominees,"Dance Direction","Swing Time",""Bojangles of Harlem" from "Swing Time""
1937,Winner,"Directing","Mr. Deeds Goes To Town","Frank Capra"
1937,Nominees,"Directing","Dodsworth","William Wyler"
1937,Nominees,"Directing","The Great Ziegfeld","Robert Z. Leonard"
1937,Nominees,"Directing","My Man Godfrey","Gregory La Cava"
1937,Nominees,"Directing","San Francisco","W. S. Van Dyke"
1937,Winner,"Film Editing","Anthony Adverse","Ralph Dawson"
1937,Nominees,"Film Editing","Come And Get It","Edward Curtiss"
1937,Nominees,"Film Editing","The Great Ziegfeld","William S. Gray"
1937,Nominees,"Film Editing","Lloyds Of London","Barbara McLean"
1937,Nominees,"Film Editing","A Tale Of Two Cities","Conrad A. Nervig"
1937,Nominees,"Film Editing","Theodora Goes Wild","Otto Meyer"
1937,Winner,"Music (Scoring)","Anthony Adverse","Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold)"
1937,Nominees,"Music (Scoring)","The Charge Of The Light Brigade","Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Max Steiner)"
1937,Nominees,"Music (Scoring)","The Garden Of Allah","Selznick International Pictures Music Department, Max Steiner, head of department (Score by Max Steiner)"
1937,Nominees,"Music (Scoring)","The General Died At Dawn","Paramount Studio Music Department, Boris Morros, head of department (Score by Werner Janssen)"
1937,Nominees,"Music (Scoring)","Winterset","RKO Radio Studio Music Department, Nathaniel Shilkret, head of department (Score by Nathaniel Shilkret)"
1937,Winner,"Music (Song)","Swing Time","The Way You Look Tonight in "Swing Time" Music by Jerome Kern; Lyrics by Dorothy Fields"
1937,Nominees,"Music (Song)","Suzy","Did I Remember in "Suzy" Music by Walter Donaldson; Lyrics by Harold Adamson"
1937,Nominees,"Music (Song)","Born To Dance","I've Got You Under My Skin in "Born to Dance" Music and Lyrics by Cole Porter"
1937,Nominees,"Music (Song)","Trail Of The Lonesome Pine","A Melody From The Sky in "Trail of the Lonesome Pine" Music by Louis Alter; Lyrics by Sidney Mitchell"
1937,Nominees,"Music (Song)","Pennies From Heaven","Pennies From Heaven in "Pennies from Heaven" Music by Arthur Johnston; Lyrics by Johnny Burke"
1937,Nominees,"Music (Song)","Sing, Baby, Sing","When Did You Leave Heaven in "Sing, Baby, Sing" Music by Richard A. Whiting; Lyrics by Walter Bullock"
1937,Winner,"Outstanding Production","The Great Ziegfeld","Metro-Goldwyn-Mayer"
1937,Nominees,"Outstanding Production","Anthony Adverse","Warner Bros."
1937,Nominees,"Outstanding Production","Dodsworth","Samuel Goldwyn Productions"
1937,Nominees,"Outstanding Production","Libeled Lady","Metro-Goldwyn-Mayer"
1937,Nominees,"Outstanding Production","Mr. Deeds Goes To Town","Columbia"
1937,Nominees,"Outstanding Production","Romeo And Juliet","Metro-Goldwyn-Mayer"
1937,Nominees,"Outstanding Production","San Francisco","Metro-Goldwyn-Mayer"
1937,Nominees,"Outstanding Production","The Story Of Louis Pasteur","Cosmopolitan"
1937,Nominees,"Outstanding Production","A Tale Of Two Cities","Metro-Goldwyn-Mayer"
1937,Nominees,"Outstanding Production","Three Smart Girls","Universal"
1937,Winner,"Short Subject (Cartoon)","The Country Cousin","Walt Disney, Producer"
1937,Nominees,"Short Subject (Cartoon)","Old Mill Pond","Harman-Ising"
1937,Nominees,"Short Subject (Cartoon)","Sinbad The Sailor","Paramount"
1937,Winner,"Short Subject (Color)","Give Me Liberty","Warner Bros."
1937,Nominees,"Short Subject (Color)","La Fiesta De Santa Barbara","Lewis Lewyn, Producer"
1937,Nominees,"Short Subject (Color)","Popular Science J-6-2","Paramount"
1937,Winner,"Short Subject (One-Reel)","Bored Of Education","Hal Roach, Producer"
1937,Nominees,"Short Subject (One-Reel)","Moscow Moods","Paramount"
1937,Nominees,"Short Subject (One-Reel)","Wanted, A Master","Pete Smith, Producer"
1937,Winner,"Short Subject (Two-Reel)","The Public Pays","Metro-Goldwyn-Mayer"
1937,Nominees,"Short Subject (Two-Reel)","Double Or Nothing","Warner Bros."
1937,Nominees,"Short Subject (Two-Reel)","Dummy Ache","RKO Radio"
1937,Winner,"Sound Recording","San Francisco","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1937,Nominees,"Sound Recording","Banjo On My Knee","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1937,Nominees,"Sound Recording","The Charge Of The Light Brigade","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1937,Nominees,"Sound Recording","Dodsworth","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1937,Nominees,"Sound Recording","General Spanky","Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1937,Nominees,"Sound Recording","Mr. Deeds Goes To Town","Columbia Studio Sound Department, John Livadary, Sound Director"
1937,Nominees,"Sound Recording","The Texas Rangers","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director"
1937,Nominees,"Sound Recording","That Girl From Paris","RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director"
1937,Nominees,"Sound Recording","Three Smart Girls","Universal Studio Sound Department, Homer G. Tasker, Sound Director"
1937,Winner,"Special Award","The Garden Of Allah","Special Award"
1937,Winner,"Writing (Original Story)","The Story Of Louis Pasteur","Pierre Collings, Sheridan Gibney"
1937,Nominees,"Writing (Original Story)","Fury","Norman Krasna"
1937,Nominees,"Writing (Original Story)","The Great Ziegfeld","William Anthony McGuire"
1937,Nominees,"Writing (Original Story)","San Francisco","Robert Hopkins"
1937,Nominees,"Writing (Original Story)","Three Smart Girls","Adele Comandini"
1937,Winner,"Writing (Screenplay)","The Story Of Louis Pasteur","Pierre Collings, Sheridan Gibney"
1937,Nominees,"Writing (Screenplay)","After The Thin Man","Frances Goodrich, Albert Hackett"
1937,Nominees,"Writing (Screenplay)","Dodsworth","Sidney Howard"
1937,Nominees,"Writing (Screenplay)","Mr. Deeds Goes To Town","Robert Riskin"
1937,Nominees,"Writing (Screenplay)","My Man Godfrey","Eric Hatch, Morris Ryskind"
1938,Winner,"Actor","Spencer Tracy","Captains Courageous"
1938,Nominees,"Actor","Charles Boyer","Conquest"
1938,Nominees,"Actor","Fredric March","A Star Is Born"
1938,Nominees,"Actor","Robert Montgomery","Night Must Fall"
1938,Nominees,"Actor","Paul Muni","The Life of Emile Zola"
1938,Winner,"Actor In A Supporting Role","Joseph Schildkraut","The Life of Emile Zola"
1938,Nominees,"Actor In A Supporting Role","Ralph Bellamy","The Awful Truth"
1938,Nominees,"Actor In A Supporting Role","Thomas Mitchell","The Hurricane"
1938,Nominees,"Actor In A Supporting Role","H. B. Warner","Lost Horizon"
1938,Nominees,"Actor In A Supporting Role","Roland Young","Topper"
1938,Winner,"Actress","Luise Rainer","The Good Earth"
1938,Nominees,"Actress","Irene Dunne","The Awful Truth"
1938,Nominees,"Actress","Greta Garbo","Camille"
1938,Nominees,"Actress","Janet Gaynor","A Star Is Born"
1938,Nominees,"Actress","Barbara Stanwyck","Stella Dallas"
1938,Winner,"Actress In A Supporting Role","Alice Brady","In Old Chicago"
1938,Nominees,"Actress In A Supporting Role","Andrea Leeds","Stage Door"
1938,Nominees,"Actress In A Supporting Role","Anne Shirley","Stella Dallas"
1938,Nominees,"Actress In A Supporting Role","Claire Trevor","Dead End"
1938,Nominees,"Actress In A Supporting Role","Dame May Whitty","Night Must Fall"
1938,Winner,"Art Direction","Lost Horizon","Stephen Goosson"
1938,Nominees,"Art Direction","Conquest","Cedric Gibbons, William Horning"
1938,Nominees,"Art Direction","A Damsel In Distress","Carroll Clark"
1938,Nominees,"Art Direction","Dead End","Richard Day"
1938,Nominees,"Art Direction","Every Day's A Holiday","Wiard Ihnen"
1938,Nominees,"Art Direction","The Life Of Emile Zola","Anton Grot"
1938,Nominees,"Art Direction","Manhattan Merry-Go-Round","John Victor Mackay"
1938,Nominees,"Art Direction","The Prisoner Of Zenda","Lyle Wheeler"
1938,Nominees,"Art Direction","Souls At Sea","Hans Dreier, Roland Anderson"
1938,Nominees,"Art Direction","Walter Wanger's Vogues Of 1938","Alexander Toluboff"
1938,Nominees,"Art Direction","Wee Willie Winkie","William S. Darling, David Hall"
1938,Nominees,"Art Direction","You're A Sweetheart","Jack Otterson"
1938,Winner,"Assistant Director","In Old Chicago","Robert Webb"
1938,Nominees,"Assistant Director","The Life Of Emile Zola","Russ Saunders"
1938,Nominees,"Assistant Director","Lost Horizon","C. C. Coleman, Jr."
1938,Nominees,"Assistant Director","Souls At Sea","Hal Walker"
1938,Nominees,"Assistant Director","A Star Is Born","Eric Stacey"
1938,Winner,"Cinematography","The Good Earth","Karl Freund"
1938,Nominees,"Cinematography","Dead End","Gregg Toland"
1938,Nominees,"Cinematography","Wings Over Honolulu","Joseph Valentine"
1938,Winner,"Dance Direction","A Damsel In Distress",""Fun House" from "A Damsel in Distress""
1938,Nominees,"Dance Direction","Varsity Show",""The Finale" from "Varsity Show""
1938,Nominees,"Dance Direction","Ready, Willing And Able",""Too Marvelous for Words" from "Ready, Willing and Able""
1938,Nominees,"Dance Direction","A Day At The Races",""All God's Children Got Rhythm" from "A Day at the Races""
1938,Nominees,"Dance Direction","Ali Baba Goes To Town",""Swing Is Here to Stay" from "Ali Baba Goes to Town""
1938,Nominees,"Dance Direction","Thin Ice",""Prince Igor Suite" from "Thin Ice""
1938,Nominees,"Dance Direction","Waikiki Wedding",""Luau" from "Waikiki Wedding""
1938,Winner,"Directing","The Awful Truth","Leo McCarey"
1938,Nominees,"Directing","The Good Earth","Sidney Franklin"
